tw,hw,lw,lbe,rouYb,rouYw,loadcoef,fc,fy
163.09089971273607,1319.2372895313417,2353.9253490220376,200.9003379299915,37.127044769298976,533.6867371317044,0.033016204155007854,0.008983169579252534,0.06022291827352236
171.79666938065807,5852.718287455679,1798.3312211487082,202.20348774539372,50.72565303797991,523.9236953820662,0.010350930690286184,0.014510960112987003,0.02476496866441856
251.81044091759958,3962.7899440074166,2471.65025494534,119.62650189434791,62.463515685507225,497.911024208086,0.027306556710545375,0.021051154408460164,0.029696923271842507
176.92505873460976,4529.771588967907,1498.2131844924775,195.0213630016603,53.16958368671792,572.4270347060412,0.025143383717267757,0.023334805715128696,0.07253871162760572
375.29971948792365,5492.9402778673275,2817.3235798902233,229.4725449320798,61.50643702317832,576.6274759408029,0.024516298942092132,0.007090268800665928,0.05273301975325339
159.5384165255806,5779.608991339658,1864.9875567484933,101.63620911443087,45.34212416060185,380.7230886347426,0.025790871183828466,0.012448974486191889,0.08852849645394398
284.05051000848175,4340.673862398763,2715.7511829396044,271.8006748923762,61.51712975967271,577.2501514255166,0.026523245463118038,0.009255020206753563,0.05611412093628399
233.04942462741997,2234.3550493466305,1690.06312849471,242.11883661653607,39.86115758640311,423.007271305807,0.013451625831642246,0.024684418666605194,0.01051735520316562
363.0216547323422,5314.274545700166,2664.212588636156,151.74958791947552,44.43490022462076,410.4855848934244,0.027259641333039222,0.023548040563322284,0.08334901929696985
189.91559918049248,2706.559074576122,2636.962235070944,265.07489118734725,20.737051930662652,454.5367476982995,0.014222050516351887,0.024312714353461277,0.010639856838893727
234.30416427731888,2018.8637179157186,2422.064625322715,129.4011199456569,33.246133873670125,601.5947009619475,0.014623664891757388,0.009247324272050052,0.06960837316176222
233.44909865723884,2958.22467644921,2459.0248609214586,103.13526586728352,60.050113506058906,542.6236706651624,0.03269617992405073,0.004442894768027303,0.07435759854209824
211.29083812940277,3811.80366735535,2635.1110994098967,174.8975370944878,22.229044699276077,431.73492420739,0.02401774517033381,0.016734457088940363,0.01289080070721542
150.41763839480572,5546.042496878991,1446.55672704904,119.54201304562167,39.36029820729167,553.4369504792415,0.023277947895287376,0.007681953853247532,0.04972094230755733
259.0689483538046,3687.8269752526317,2974.3390813299284,295.84540057909726,35.22740517121851,476.2381580332532,0.01188968032430104,0.017884758983535774,0.0529539825464978
171.90337493760572,2554.8707786406576,1074.000107613694,105.4147515056624,25.49493396305929,597.7318742089757,0.022138904026090055,0.013183809319694748,0.03214216830496431
299.39986612199766,4872.648640732166,2682.971494782407,173.60389296415323,49.5320539131076,542.6200282778996,0.03783852067340774,0.020171732107608305,0.04895109013417859
167.4692403647956,5894.052220606972,1193.0460061803992,242.69767844801007,45.486375912268215,529.1712588602513,0.022893720249900176,0.024909094566480532,0.04001606091002984
228.86474343396583,4465.204953444247,2523.5284561351446,215.70644211218837,34.82754062967704,553.4340786117283,0.03103931759007792,0.02499550725566089,0.030812854764659885
262.08042707673593,5198.392613831636,1865.0725770039073,206.5380838289713,69.19874276048871,614.1527442264276,0.019486257345774284,0.01992737085137677,0.07179992200579106
376.3496630711247,3117.0358424912047,2912.8231911228877,166.6672130339838,53.75244691676408,420.3512622925017,0.027906210020601944,0.0065819971515410185,0.06745018457686539
173.19114034462376,2636.4537263459306,1093.137732998037,254.11756050531167,37.996357188318584,552.4851320558329,0.03018353073263355,0.009635788224558507,0.07315893939903653
185.54376610787529,2788.86113819421,2306.5271914423,251.44997765161486,51.029434852009295,604.8402538669543,0.02939517404056695,0.011025255716527703,0.08921690739919438
347.5179610897004,4621.194309889152,2797.746140219446,263.6614167118822,54.92487494275214,610.6354379004222,0.027427068969627197,0.003658008930085838,0.020933348579343203
155.3089937042473,3915.3849065804357,2017.75649391119,266.2547758789817,41.73607910288155,427.3144384975268,0.021272404286372996,0.0034165706571488534,0.05908267312433761
377.78763702258016,1187.0394194537544,2582.8932360102895,283.8878637676025,45.31924835865147,388.0049363172388,0.02849567222362482,0.01686928491339989,0.09992597315415468
293.3520214202318,4794.461095237361,1990.959265008216,249.31233055711493,44.894496421601865,559.9384351981734,0.03694879992626603,0.003153035777012162,0.02670860673895712
216.3304263153908,4195.935351463451,1375.865828659262,167.72484710046018,43.82518695700467,461.5771348271726,0.016815043570608493,0.007081972179672701,0.04717554213916399
359.45941104878364,4886.646161157341,2270.1921814085504,233.98888681309512,48.54604084883,500.06380556617773,0.026076826748436525,0.008026593717212175,0.0536060411262984
342.19868686999587,5915.462612425594,2262.7948048345197,106.58386024189417,38.27023256738657,472.74266934154446,0.03596867232834957,0.01522694779152975,0.08433520002969337
235.86553953899113,4576.83495096261,2559.8432272920345,239.6950077956084,35.302811006979425,479.7354072090889,0.03663208797795601,0.017815541636286413,0.045174239397824625
350.37414782300823,1092.2104156651005,2244.0943084064943,142.73030773265106,23.93310058476603,432.5771723782053,0.027612343240617704,0.014034858600569123,0.09062363032068155
201.71561766652786,1092.147910034389,2131.06662955628,201.04989792517415,46.47073632101622,582.7080445371287,0.026848490606659628,0.016517683331851506,0.07845754666981918
302.22563154763833,5671.857606432409,2584.7510762914,149.15268293184522,21.500471673372495,405.61648051353103,0.013716690460937745,0.020999534993131383,0.08149575814473925
281.76873804035415,1285.1057574682009,1860.852466051009,297.2477790945994,50.44832803984422,453.4164059502143,0.02320896540097147,0.02329929566313411,0.01570908889200421
352.3346311609512,1313.4235800696827,2314.1964435006234,123.91008299691417,31.85427936191617,627.9982387230657,0.011345367657601812,0.009879366721809925,0.0550062444884325
228.81578805399704,4579.04225408418,2323.6215744769197,114.10098121657781,30.20670730145463,421.7299387556707,0.03911989015094932,0.004031601202309834,0.018031210542544935
249.5595378669748,1477.0507340262154,1850.5354452144984,175.95309854304878,62.764875292028606,465.2114961012295,0.0349766983245455,0.011970576579221081,0.04358620842095642
342.31977247848096,2679.0568697234585,2641.367478126006,244.36371132217096,28.33395531220258,459.13199700125114,0.03648822169645042,0.0134985961499431,0.023286551041171173
278.18803346601624,1951.9448831851364,2749.442703198939,185.44110062574765,63.76224027575002,585.2341669559167,0.028840019139566735,0.007437787261937435,0.05419885094729871
321.20930466525147,2277.550803200964,2869.781285051198,156.815654986387,58.66068557478951,502.8068271026024,0.026499770526525634,0.00981900917755727,0.0432283404175549
309.58831607637467,1948.646506354126,2932.45060119157,258.4404815153691,62.95737633174613,533.6667478658516,0.02029071789250015,0.011857459415756754,0.09926308982470544
316.66440776829523,2231.505924551194,2614.2562390142657,173.79781426011405,58.287446145537835,499.7335481296845,0.013715084270029248,0.011360536050428428,0.05782239923704673
372.5246426342256,1115.073324600179,2273.8375440123327,292.3978383084092,62.53426819491263,390.75741948191705,0.03776811412790882,0.024632851299039294,0.02113866044706024
271.534117535891,1350.0596250173244,1925.315380509345,298.9387222854967,38.4707816357559,490.83741635389663,0.031049948188567274,0.019716911856534458,0.017419867771169505
317.11755547578673,2086.829285212395,2428.7411601204335,121.82347803370959,42.64162801889607,600.6106322935718,0.015091069650880248,0.018410641073146553,0.08585490219306016
243.63040795562083,2647.9066592700065,2975.4713263639846,178.7440045795313,56.23839379281172,551.9032441064725,0.029014996817570256,0.021559318853493978,0.029458906069925746
157.96032668527548,1689.4908358285995,2448.039387520142,140.16138640824664,69.62608393412057,592.9737445281177,0.03473955998221543,0.011055299661414691,0.07000177709013036
