9.611291880851224878e-01,1.331587759430669649e-01,6.763503241860600035e-01,9.994575560863415697e-01,1.839801142614276297e-01,1.202224263970868012e-01,6.516067237438453175e-01,3.459207519580120849e-01,8.901916358518111583e-01
9.624087981953866056e-01,3.140281752064520981e-01,8.681728545559672661e-01,9.328585134632553233e-01,6.855793994476682141e-01,9.248383240334310251e-01,7.084333564760023627e-01,4.836992391233485566e-02,8.819949335143439928e-01
3.116071387057071096e-01,1.834193401412703706e-01,8.772489688940272590e-01,5.833009092041977484e-01,9.386068492048993406e-01,7.746877303918906499e-01,9.621036476744559973e-01,5.668459700797409129e-01,6.987188683845615422e-01
2.591758925702541960e-01,9.576493534486603121e-01,4.110997494856490908e-01,7.817534600531134137e-01,9.552719696959854900e-01,6.514034348182651257e-01,1.412152920961001201e-01,8.260607162915865054e-01,6.677847015030180522e-01
4.924565600079766625e-02,5.285110034316066185e-01,1.912097880663343741e-02,9.258459105561384073e-01,5.063870295245747055e-01,5.176131019152254709e-01,4.090603962387313608e-01,6.616432231711016909e-01,9.171474904282905793e-01
3.748986965080811640e-01,5.797947435940217220e-01,4.589455054657949340e-01,5.961222843645673786e-01,5.432714308612756060e-01,4.336314733784367714e-01,6.734743398150830895e-01,5.287294022006635563e-01,8.746251868577553656e-02
3.567642368012405862e-01,4.274558165894106754e-01,5.320671598021586846e-01,9.302729274644533364e-01,9.527914847116505381e-01,5.122859285999892265e-01,4.002567481353777046e-01,9.655151531076264226e-02,8.961506553566167543e-01
5.482784840859880049e-01,3.440112052374070251e-01,5.699067891810036812e-01,3.574953235659926731e-01,1.909950893580400488e-01,3.646415937460245615e-02,5.353661485824774413e-01,7.967078804101570544e-01,6.473287374944970418e-01
9.943059613294422672e-01,7.424857587398834280e-01,8.384039205293505326e-01,7.278525462203794261e-01,6.435370833315143813e-01,3.537980938926719165e-01,7.846710829759051542e-01,8.206236265213034953e-01,6.085968402299666291e-01
1.821475990866794348e-02,4.963856717589817391e-01,6.211355314003759176e-01,3.408469624975122292e-01,1.710900294716647951e-01,6.926751415970944237e-01,4.340760343912813957e-01,2.691832854060420832e-01,4.114587457103066614e-02
3.533330498080244908e-01,1.106593029562250585e-01,3.839564721901294053e-01,2.551492887409708699e-01,8.667294190065271131e-01,1.803854386513932262e-01,2.756717639404322462e-01,9.734077333263324583e-02,4.699272043029862900e-01
